Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts , Sales , COGS , Profit ,Date,Month Number, Month Name ,Year,,
Channel Partners,Germany, Carretera , Medium ,1580, $3.00 , $12.00 ," $18,960.00 "," $1,706.40 "," $17,253.60 "," $4,740.00 "," $12,513.60 ",9/1/2014,9, September ,2014,,
Government,Mexico, Carretera , Medium ,521, $3.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $1,563.00 "," $1,755.77 ",12/1/2014,12, December ,2014,,
Government,USA, Paseo , Medium ,973, $10.00 , $20.00 ," $19,460.00 "," $1,751.40 "," $17,708.60 "," $9,730.00 "," $7,978.60 ",3/1/2014,3, March ,2014,,
Government,Mexico, Paseo , Medium ,1038, $10.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",6/1/2014,6, June ,2014,,
Government,Germany, Paseo , Medium ,360, $10.00 , $7.00 ," $2,520.00 ", $226.80 ," $2,293.20 "," $3,600.00 "," $(1,306.80)",10/1/2014,10, October ,2014,,
Channel Partners,France, Velo , Medium ,1967, $120.00 , $12.00 ," $23,604.00 "," $2,124.36 "," $21,479.64 "," $236,040.00 "," $(214,560.36)",3/1/2014,3, March ,2014,,
Midmarket,Mexico, Velo , Medium ,2628, $120.00 , $15.00 ," $39,420.00 "," $3,547.80 "," $35,872.20 "," $315,360.00 "," $(279,487.80)",4/1/2014,4, April ,2014,,
Government,Germany, VTT , Medium ,360, $250.00 , $7.00 ," $2,520.00 ", $226.80 ," $2,293.20 "," $90,000.00 "," $(87,706.80)",10/1/2014,10, October ,2014,,
Government,France, VTT , Medium ,2682, $250.00 , $20.00 ," $53,640.00 "," $4,827.60 "," $48,812.40 "," $670,500.00 "," $(621,687.60)",11/1/2013,11, November ,2013,,
Government,Mexico, VTT , Medium ,521, $250.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $130,250.00 "," $(126,931.23)",12/1/2014,12, December ,2014,,
Government,Mexico, Amarilla , Medium ,1038, $260.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $269,880.00 "," $(250,988.40)",6/1/2014,6, June ,2014,,
Midmarket,Canada, Amarilla , Medium ,1630.5, $260.00 , $15.00 ," $24,457.50 "," $2,201.18 "," $22,256.33 "," $423,930.00 "," $(401,673.68)",7/1/2014,7, July ,2014,,
Channel Partners,France, Amarilla , Medium ,306, $260.00 , $12.00 ," $3,672.00 ", $330.48 ," $3,341.52 "," $79,560.00 "," $(76,218.48)",12/1/2013,12, December ,2013,,
Channel Partners,USA, Carretera , High ,386, $3.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $1,158.00 "," $3,010.80 ",10/1/2013,10, October ,2013,,
Government,USA, Montana , High ,2328, $5.00 , $7.00 ," $16,296.00 "," $1,629.60 "," $14,666.40 "," $11,640.00 "," $3,026.40 ",9/1/2014,9, September ,2014,,
Channel Partners,USA, Paseo , High ,386, $10.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $3,860.00 ", $308.80 ,10/1/2013,10, October ,2013,,
Enterprise,USA, Carretera , High ,3445.5, $3.00 , $125.00 ," $430,687.50 "," $43,068.75 "," $387,618.75 "," $10,336.50 "," $377,282.25 ",4/1/2014,4, April ,2014,,
Enterprise,France, Carretera , High ,1482, $3.00 , $125.00 ," $185,250.00 "," $18,525.00 "," $166,725.00 "," $4,446.00 "," $162,279.00 ",12/1/2013,12, December ,2013,,
Government,USA, Montana , High ,2313, $5.00 , $350.00 ," $809,550.00 "," $80,955.00 "," $728,595.00 "," $11,565.00 "," $717,030.00 ",5/1/2014,5, May ,2014,,
Enterprise,USA, Montana , High ,1804, $5.00 , $125.00 ," $225,500.00 "," $22,550.00 "," $202,950.00 "," $9,020.00 "," $193,930.00 ",11/1/2013,11, November ,2013,,
Midmarket,France, Montana , High ,2072, $5.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $10,360.00 "," $17,612.00 ",12/1/2014,12, December ,2014,,
Government,France, Paseo , High ,1954, $10.00 , $20.00 ," $39,080.00 "," $3,908.00 "," $35,172.00 "," $19,540.00 "," $15,632.00 ",3/1/2014,3, March ,2014,,
Small Business,Mexico, Paseo , High ,591, $10.00 , $300.00 ," $177,300.00 "," $17,730.00 "," $159,570.00 "," $5,910.00 "," $153,660.00 ",5/1/2014,5, May ,2014,,
Midmarket,France, Paseo , High ,2167, $10.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",10/1/2013,10, October ,2013,,
Government,Germany, Paseo , High ,241, $10.00 , $20.00 ," $4,820.00 ", $482.00 ," $4,338.00 "," $2,410.00 "," $1,928.00 ",10/1/2014,10, October ,2014,,
Midmarket,Germany, Velo , High ,681, $120.00 , $15.00 ," $10,215.00 "," $1,021.50 "," $9,193.50 "," $81,720.00 "," $(72,526.50)",1/1/2014,1, January ,2014,,
Midmarket,Germany, Velo , High ,510, $120.00 , $15.00 ," $7,650.00 ", $765.00 ," $6,885.00 "," $61,200.00 "," $(54,315.00)",4/1/2014,4, April ,2014,,
Midmarket,USA, Velo , High ,790, $120.00 , $15.00 ," $11,850.00 "," $1,185.00 "," $10,665.00 "," $94,800.00 "," $(84,135.00)",5/1/2014,5, May ,2014,,
Government,France, Velo , High ,639, $120.00 , $350.00 ," $223,650.00 "," $22,365.00 "," $201,285.00 "," $76,680.00 "," $124,605.00 ",7/1/2014,7, July ,2014,,
Enterprise,USA, Velo , High ,1596, $120.00 , $125.00 ," $199,500.00 "," $19,950.00 "," $179,550.00 "," $191,520.00 "," $(11,970.00)",9/1/2014,9, September ,2014,,
Small Business,USA, Velo , High ,2294, $120.00 , $300.00 ," $688,200.00 "," $68,820.00 "," $619,380.00 "," $275,280.00 "," $344,100.00 ",10/1/2013,10, October ,2013,,
Government,Germany, Velo , High ,241, $120.00 , $20.00 ," $4,820.00 ", $482.00 ," $4,338.00 "," $28,920.00 "," $(24,582.00)",10/1/2014,10, October ,2014,,
Government,Germany, Velo , High ,2665, $120.00 , $7.00 ," $18,655.00 "," $1,865.50 "," $16,789.50 "," $319,800.00 "," $(303,010.50)",11/1/2014,11, November ,2014,,
Enterprise,Canada, Velo , High ,1916, $120.00 , $125.00 ," $239,500.00 "," $23,950.00 "," $215,550.00 "," $229,920.00 "," $(14,370.00)",12/1/2013,12, December ,2013,,
Small Business,France, Velo , High ,853, $120.00 , $300.00 ," $255,900.00 "," $25,590.00 "," $230,310.00 "," $102,360.00 "," $127,950.00 ",12/1/2014,12, December ,2014,,
Enterprise,Mexico, VTT , High ,341, $250.00 , $125.00 ," $42,625.00 "," $4,262.50 "," $38,362.50 "," $85,250.00 "," $(46,887.50)",5/1/2014,5, May ,2014,,
Midmarket,Mexico, VTT , High ,641, $250.00 , $15.00 ," $9,615.00 ", $961.50 ," $8,653.50 "," $160,250.00 "," $(151,596.50)",7/1/2014,7, July ,2014,,
Government,USA, VTT , High ,2807, $250.00 , $350.00 ," $982,450.00 "," $98,245.00 "," $884,205.00 "," $701,750.00 "," $182,455.00 ",8/1/2014,8, August ,2014,,
Small Business,Mexico, VTT , High ,432, $250.00 , $300.00 ," $129,600.00 "," $12,960.00 "," $116,640.00 "," $108,000.00 "," $8,640.00 ",9/1/2014,9, September ,2014,,
Small Business,USA, VTT , High ,2294, $250.00 , $300.00 ," $688,200.00 "," $68,820.00 "," $619,380.00 "," $573,500.00 "," $45,880.00 ",10/1/2013,10, October ,2013,,
Midmarket,France, VTT , High ,2167, $250.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $541,750.00 "," $(512,495.50)",10/1/2013,10, October ,2013,,
Enterprise,Canada, VTT , High ,2529, $250.00 , $125.00 ," $316,125.00 "," $31,612.50 "," $284,512.50 "," $632,250.00 "," $(347,737.50)",11/1/2014,11, November ,2014,,
Government,Germany, VTT , High ,1870, $250.00 , $350.00 ," $654,500.00 "," $65,450.00 "," $589,050.00 "," $467,500.00 "," $121,550.00 ",12/1/2013,12, December ,2013,,
Enterprise,USA, Amarilla , High ,579, $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 "," $150,540.00 "," $(85,402.50)",1/1/2014,1, January ,2014,,
Government,Canada, Amarilla , High ,2240, $260.00 , $350.00 ," $784,000.00 "," $78,400.00 "," $705,600.00 "," $582,400.00 "," $123,200.00 ",2/1/2014,2, February ,2014,,
Small Business,USA, Amarilla , High ,2993, $260.00 , $300.00 ," $897,900.00 "," $89,790.00 "," $808,110.00 "," $778,180.00 "," $29,930.00 ",3/1/2014,3, March ,2014,,
Channel Partners,Canada, Amarilla , High ,3520.5, $260.00 , $12.00 ," $42,246.00 "," $4,224.60 "," $38,021.40 "," $915,330.00 "," $(877,308.60)",4/1/2014,4, April ,2014,,
Government,Mexico, Amarilla , High ,2039, $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 "," $530,140.00 "," $(493,438.00)",5/1/2014,5, May ,2014,,
Channel Partners,Germany, Amarilla , High ,2574, $260.00 , $12.00 ," $30,888.00 "," $3,088.80 "," $27,799.20 "," $669,240.00 "," $(641,440.80)",8/1/2014,8, August ,2014,,
Government,Canada, Amarilla , High ,707, $260.00 , $350.00 ," $247,450.00 "," $24,745.00 "," $222,705.00 "," $183,820.00 "," $38,885.00 ",9/1/2014,9, September ,2014,,
Midmarket,France, Amarilla , High ,2072, $260.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $538,720.00 "," $(510,748.00)",12/1/2014,12, December ,2014,,
Small Business,France, Amarilla , High ,853, $260.00 , $300.00 ," $255,900.00 "," $25,590.00 "," $230,310.00 "," $221,780.00 "," $8,530.00 ",12/1/2014,12, December ,2014,,
Channel Partners,France, Carretera , High ,1198, $3.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",10/1/2013,10, October ,2013,,
Government,France, Paseo , High ,2532, $10.00 , $7.00 ," $17,724.00 "," $1,949.64 "," $15,774.36 "," $25,320.00 "," $(9,545.64)",4/1/2014,4, April ,2014,,
Channel Partners,France, Paseo , High ,1198, $10.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $11,980.00 ", $814.64 ,10/1/2013,10, October ,2013,,
Midmarket,Canada, Velo , High ,384, $120.00 , $15.00 ," $5,760.00 ", $633.60 ," $5,126.40 "," $46,080.00 "," $(40,953.60)",1/1/2014,1, January ,2014,,
Channel Partners,Germany, Velo , High ,472, $120.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $56,640.00 "," $(51,599.04)",10/1/2014,10, October ,2014,,
Government,USA, VTT , High ,1579, $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 "," $394,750.00 "," $(384,912.83)",3/1/2014,3, March ,2014,,
Channel Partners,Mexico, VTT , High ,1005, $250.00 , $12.00 ," $12,060.00 "," $1,326.60 "," $10,733.40 "," $251,250.00 "," $(240,516.60)",9/1/2013,9, September ,2013,,
Midmarket,USA, Amarilla , High ,3199.5, $260.00 , $15.00 ," $47,992.50 "," $5,279.18 "," $42,713.33 "," $831,870.00 "," $(789,156.68)",7/1/2014,7, July ,2014,,
Channel Partners,Germany, Amarilla , High ,472, $260.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $122,720.00 "," $(117,679.04)",10/1/2014,10, October ,2014,,
Channel Partners,Canada, Carretera , High ,1937, $3.00 , $12.00 ," $23,244.00 "," $2,556.84 "," $20,687.16 "," $5,811.00 "," $14,876.16 ",2/1/2014,2, February ,2014,,
Government,Germany, Carretera , High ,792, $3.00 , $350.00 ," $277,200.00 "," $30,492.00 "," $246,708.00 "," $2,376.00 "," $244,332.00 ",3/1/2014,3, March ,2014,,
Small Business,Germany, Carretera , High ,2811, $3.00 , $300.00 ," $843,300.00 "," $92,763.00 "," $750,537.00 "," $8,433.00 "," $742,104.00 ",7/1/2014,7, July ,2014,,
Enterprise,France, Carretera , High ,2441, $3.00 , $125.00 ," $305,125.00 "," $33,563.75 "," $271,561.25 "," $7,323.00 "," $264,238.25 ",10/1/2014,10, October ,2014,,
Midmarket,Canada, Carretera , High ,1560, $3.00 , $15.00 ," $23,400.00 "," $2,574.00 "," $20,826.00 "," $4,680.00 "," $16,146.00 ",11/1/2013,11, November ,2013,,
Government,Mexico, Carretera , High ,2706, $3.00 , $7.00 ," $18,942.00 "," $2,083.62 "," $16,858.38 "," $8,118.00 "," $8,740.38 ",11/1/2013,11, November ,2013,,
Government,Germany, Montana , High ,766, $5.00 , $350.00 ," $268,100.00 "," $29,491.00 "," $238,609.00 "," $3,830.00 "," $234,779.00 ",1/1/2014,1, January ,2014,,
Government,Germany, Montana , High ,2992, $5.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $14,960.00 "," $38,297.60 ",10/1/2013,10, October ,2013,,
Midmarket,Mexico, Montana , High ,2157, $5.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $10,785.00 "," $18,010.95 ",12/1/2014,12, December ,2014,,
Small Business,Canada, Paseo , High ,873, $10.00 , $300.00 ," $261,900.00 "," $28,809.00 "," $233,091.00 "," $8,730.00 "," $224,361.00 ",1/1/2014,1, January ,2014,,
Government,Mexico, Paseo , High ,1122, $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",3/1/2014,3, March ,2014,,
Government,Canada, Paseo , High ,2104.5, $10.00 , $350.00 ," $736,575.00 "," $81,023.25 "," $655,551.75 "," $21,045.00 "," $634,506.75 ",7/1/2014,7, July ,2014,,
Channel Partners,Canada, Paseo , High ,4026, $10.00 , $12.00 ," $48,312.00 "," $5,314.32 "," $42,997.68 "," $40,260.00 "," $2,737.68 ",7/1/2014,7, July ,2014,,
Channel Partners,France, Paseo , High ,2425.5, $10.00 , $12.00 ," $29,106.00 "," $3,201.66 "," $25,904.34 "," $24,255.00 "," $1,649.34 ",7/1/2014,7, July ,2014,,
Government,Canada, Paseo , High ,2394, $10.00 , $20.00 ," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",8/1/2014,8, August ,2014,,
Midmarket,Mexico, Paseo , High ,1984, $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 "," $19,840.00 "," $6,646.40 ",8/1/2014,8, August ,2014,,
Enterprise,France, Paseo , High ,2441, $10.00 , $125.00 ," $305,125.00 "," $33,563.75 "," $271,561.25 "," $24,410.00 "," $247,151.25 ",10/1/2014,10, October ,2014,,
Government,Germany, Paseo , High ,2992, $10.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10, October ,2013,,
Small Business,Canada, Paseo , High ,1366, $10.00 , $300.00 ," $409,800.00 "," $45,078.00 "," $364,722.00 "," $13,660.00 "," $351,062.00 ",11/1/2014,11, November ,2014,,
Government,France, Velo , High ,2805, $120.00 , $20.00 ," $56,100.00 "," $6,171.00 "," $49,929.00 "," $336,600.00 "," $(286,671.00)",9/1/2013,9, September ,2013,,
Midmarket,Mexico, Velo , High ,655, $120.00 , $15.00 ," $9,825.00 "," $1,080.75 "," $8,744.25 "," $78,600.00 "," $(69,855.75)",9/1/2013,9, September ,2013,,
Government,Mexico, Velo , High ,344, $120.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 "," $41,280.00 "," $65,876.00 ",10/1/2013,10, October ,2013,,
Government,Canada, Velo , High ,1808, $120.00 , $7.00 ," $12,656.00 "," $1,392.16 "," $11,263.84 "," $216,960.00 "," $(205,696.16)",11/1/2014,11, November ,2014,,
Channel Partners,France, VTT , High ,1734, $250.00 , $12.00 ," $20,808.00 "," $2,288.88 "," $18,519.12 "," $433,500.00 "," $(414,980.88)",1/1/2014,1, January ,2014,,
Enterprise,Mexico, VTT , High ,554, $250.00 , $125.00 ," $69,250.00 "," $7,617.50 "," $61,632.50 "," $138,500.00 "," $(76,867.50)",1/1/2014,1, January ,2014,,
Government,Canada, VTT , High ,2935, $250.00 , $20.00 ," $58,700.00 "," $6,457.00 "," $52,243.00 "," $733,750.00 "," $(681,507.00)",11/1/2013,11, November ,2013,,
Enterprise,Germany, Amarilla , High ,3165, $260.00 , $125.00 ," $395,625.00 "," $43,518.75 "," $352,106.25 "," $822,900.00 "," $(470,793.75)",1/1/2014,1, January ,2014,,
Government,Mexico, Amarilla , High ,2629, $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 "," $683,540.00 "," $(636,743.80)",1/1/2014,1, January ,2014,,
Enterprise,France, Amarilla , High ,1433, $260.00 , $125.00 ," $179,125.00 "," $19,703.75 "," $159,421.25 "," $372,580.00 "," $(213,158.75)",5/1/2014,5, May ,2014,,
Enterprise,Mexico, Amarilla , High ,947, $260.00 , $125.00 ," $118,375.00 "," $13,021.25 "," $105,353.75 "," $246,220.00 "," $(140,866.25)",9/1/2013,9, September ,2013,,
Government,Mexico, Amarilla , High ,344, $260.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",10/1/2013,10, October ,2013,,
Midmarket,Mexico, Amarilla , High ,2157, $260.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $560,820.00 "," $(532,024.05)",12/1/2014,12, December ,2014,,
Government,USA, Paseo , High ,380, $10.00 , $7.00 ," $2,660.00 ", $292.60 ," $2,367.40 "," $3,800.00 "," $(1,432.60)",9/1/2013,9, September ,2013,,
Government,Mexico, Carretera , High ,886, $3.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 "," $2,658.00 "," $270,230.00 ",6/1/2014,6, June ,2014,,
Enterprise,Canada, Carretera , High ,2416, $3.00 , $125.00 ," $302,000.00 "," $36,240.00 "," $265,760.00 "," $7,248.00 "," $258,512.00 ",9/1/2013,9, September ,2013,,
Enterprise,Mexico, Carretera , High ,2156, $3.00 , $125.00 ," $269,500.00 "," $32,340.00 "," $237,160.00 "," $6,468.00 "," $230,692.00 ",10/1/2014,10, October ,2014,,
Midmarket,Canada, Carretera , High ,2689, $3.00 , $15.00 ," $40,335.00 "," $4,840.20 "," $35,494.80 "," $8,067.00 "," $27,427.80 ",11/1/2014,11, November ,2014,,
Midmarket,USA, Montana , High ,677, $5.00 , $15.00 ," $10,155.00 "," $1,218.60 "," $8,936.40 "," $3,385.00 "," $5,551.40 ",3/1/2014,3, March ,2014,,
Small Business,France, Montana , High ,1773, $5.00 , $300.00 ," $531,900.00 "," $63,828.00 "," $468,072.00 "," $8,865.00 "," $459,207.00 ",4/1/2014,4, April ,2014,,
Government,Mexico, Montana , High ,2420, $5.00 , $7.00 ," $16,940.00 "," $2,032.80 "," $14,907.20 "," $12,100.00 "," $2,807.20 ",9/1/2014,9, September ,2014,,
Government,Canada, Montana , High ,2734, $5.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",10/1/2014,10, October ,2014,,
Government,Mexico, Montana , High ,1715, $5.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $8,575.00 "," $21,609.00 ",10/1/2013,10, October ,2013,,
Small Business,France, Montana , High ,1186, $5.00 , $300.00 ," $355,800.00 "," $42,696.00 "," $313,104.00 "," $5,930.00 "," $307,174.00 ",12/1/2013,12, December ,2013,,
Small Business,USA, Paseo , High ,3495, $10.00 , $300.00 ," $1,048,500.00 "," $125,820.00 "," $922,680.00 "," $34,950.00 "," $887,730.00 ",1/1/2014,1, January ,2014,,
Government,Mexico, Paseo , High ,886, $10.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 "," $8,860.00 "," $264,028.00 ",6/1/2014,6, June ,2014,,
Enterprise,Mexico, Paseo , High ,2156, $10.00 , $125.00 ," $269,500.00 "," $32,340.00 "," $237,160.00 "," $21,560.00 "," $215,600.00 ",10/1/2014,10, October ,2014,,
Government,Mexico, Paseo , High ,905, $10.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",10/1/2014,10, October ,2014,,
Government,Mexico, Paseo , High ,1715, $10.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",10/1/2013,10, October ,2013,,
Government,France, Paseo , High ,1594, $10.00 , $350.00 ," $557,900.00 "," $66,948.00 "," $490,952.00 "," $15,940.00 "," $475,012.00 ",11/1/2014,11, November ,2014,,
Small Business,Germany, Paseo , High ,1359, $10.00 , $300.00 ," $407,700.00 "," $48,924.00 "," $358,776.00 "," $13,590.00 "," $345,186.00 ",11/1/2014,11, November ,2014,,
Small Business,Mexico, Paseo , High ,2150, $10.00 , $300.00 ," $645,000.00 "," $77,400.00 "," $567,600.00 "," $21,500.00 "," $546,100.00 ",11/1/2014,11, November ,2014,,
Government,Mexico, Paseo , High ,1197, $10.00 , $350.00 ," $418,950.00 "," $50,274.00 "," $368,676.00 "," $11,970.00 "," $356,706.00 ",11/1/2014,11, November ,2014,,
Midmarket,Mexico, Paseo , High ,380, $10.00 , $15.00 ," $5,700.00 ", $684.00 ," $5,016.00 "," $3,800.00 "," $1,216.00 ",12/1/2013,12, December ,2013,,
Government,Mexico, Paseo , High ,1233, $10.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",12/1/2014,12, December ,2014,,
Government,Mexico, Velo , High ,1395, $120.00 , $350.00 ," $488,250.00 "," $58,590.00 "," $429,660.00 "," $167,400.00 "," $262,260.00 ",7/1/2014,7, July ,2014,,
Government,USA, Velo , High ,986, $120.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 "," $118,320.00 "," $185,368.00 ",10/1/2014,10, October ,2014,,
Government,Mexico, Velo , High ,905, $120.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $108,600.00 "," $(92,672.00)",10/1/2014,10, October ,2014,,
Channel Partners,Canada, VTT , High ,2109, $250.00 , $12.00 ," $25,308.00 "," $3,036.96 "," $22,271.04 "," $527,250.00 "," $(504,978.96)",5/1/2014,5, May ,2014,,
Midmarket,France, VTT , High ,3874.5, $250.00 , $15.00 ," $58,117.50 "," $6,974.10 "," $51,143.40 "," $968,625.00 "," $(917,481.60)",7/1/2014,7, July ,2014,,
Government,Canada, VTT , High ,623, $250.00 , $350.00 ," $218,050.00 "," $26,166.00 "," $191,884.00 "," $155,750.00 "," $36,134.00 ",9/1/2013,9, September ,2013,,
Government,USA, VTT , High ,986, $250.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 "," $246,500.00 "," $57,188.00 ",10/1/2014,10, October ,2014,,
Enterprise,USA, VTT , High ,2387, $250.00 , $125.00 ," $298,375.00 "," $35,805.00 "," $262,570.00 "," $596,750.00 "," $(334,180.00)",11/1/2014,11, November ,2014,,
Government,Mexico, VTT , High ,1233, $250.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $308,250.00 "," $(286,549.20)",12/1/2014,12, December ,2014,,
Government,USA, Amarilla , High ,270, $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 "," $70,200.00 "," $12,960.00 ",2/1/2014,2, February ,2014,,
Government,France, Amarilla , High ,3421.5, $260.00 , $7.00 ," $23,950.50 "," $2,874.06 "," $21,076.44 "," $889,590.00 "," $(868,513.56)",7/1/2014,7, July ,2014,,
Government,Canada, Amarilla , High ,2734, $260.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $710,840.00 "," $(693,998.56)",10/1/2014,10, October ,2014,,
Midmarket,USA, Amarilla , High ,2548, $260.00 , $15.00 ," $38,220.00 "," $4,586.40 "," $33,633.60 "," $662,480.00 "," $(628,846.40)",11/1/2013,11, November ,2013,,
Government,France, Carretera , High ,2521.5, $3.00 , $20.00 ," $50,430.00 "," $6,051.60 "," $44,378.40 "," $7,564.50 "," $36,813.90 ",1/1/2014,1, January ,2014,,
Channel Partners,Mexico, Montana , High ,2661, $5.00 , $12.00 ," $31,932.00 "," $3,831.84 "," $28,100.16 "," $13,305.00 "," $14,795.16 ",5/1/2014,5, May ,2014,,
Government,Germany, Paseo , High ,1531, $10.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",12/1/2014,12, December ,2014,,
Government,France, VTT , High ,1491, $250.00 , $7.00 ," $10,437.00 "," $1,252.44 "," $9,184.56 "," $372,750.00 "," $(363,565.44)",3/1/2014,3, March ,2014,,
Government,Germany, VTT , High ,1531, $250.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $382,750.00 "," $(355,804.40)",12/1/2014,12, December ,2014,,
Channel Partners,Canada, Amarilla , High ,2761, $260.00 , $12.00 ," $33,132.00 "," $3,975.84 "," $29,156.16 "," $717,860.00 "," $(688,703.84)",9/1/2013,9, September ,2013,,
Midmarket,USA, Carretera , High ,2567, $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $7,701.00 "," $25,798.35 ",6/1/2014,6, June ,2014,,
Midmarket,USA, VTT , High ,2567, $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $641,750.00 "," $(608,250.65)",6/1/2014,6, June ,2014,,
Government,Canada, Carretera , High ,923, $3.00 , $350.00 ," $323,050.00 "," $41,996.50 "," $281,053.50 "," $2,769.00 "," $278,284.50 ",3/1/2014,3, March ,2014,,
Government,France, Carretera , High ,1790, $3.00 , $350.00 ," $626,500.00 "," $81,445.00 "," $545,055.00 "," $5,370.00 "," $539,685.00 ",3/1/2014,3, March ,2014,,
Government,Germany, Carretera , High ,442, $3.00 , $20.00 ," $8,840.00 "," $1,149.20 "," $7,690.80 "," $1,326.00 "," $6,364.80 ",9/1/2013,9, September ,2013,,
Government,USA, Montana , High ,982.5, $5.00 , $350.00 ," $343,875.00 "," $44,703.75 "," $299,171.25 "," $4,912.50 "," $294,258.75 ",1/1/2014,1, January ,2014,,
Government,USA, Montana , High ,1298, $5.00 , $7.00 ," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",2/1/2014,2, February ,2014,,
Channel Partners,Mexico, Montana , High ,604, $5.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $3,020.00 "," $3,285.76 ",6/1/2014,6, June ,2014,,
Government,Mexico, Montana , High ,2255, $5.00 , $20.00 ," $45,100.00 "," $5,863.00 "," $39,237.00 "," $11,275.00 "," $27,962.00 ",7/1/2014,7, July ,2014,,
Government,Canada, Montana , High ,1249, $5.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $6,245.00 "," $15,487.60 ",10/1/2014,10, October ,2014,,
Government,USA, Paseo , High ,1438.5, $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 "," $14,385.00 "," $(5,624.54)",1/1/2014,1, January ,2014,,
Small Business,Germany, Paseo , High ,807, $10.00 , $300.00 ," $242,100.00 "," $31,473.00 "," $210,627.00 "," $8,070.00 "," $202,557.00 ",1/1/2014,1, January ,2014,,
Government,USA, Paseo , High ,2641, $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 "," $26,410.00 "," $19,543.40 ",2/1/2014,2, February ,2014,,
Government,Germany, Paseo , High ,2708, $10.00 , $20.00 ," $54,160.00 "," $7,040.80 "," $47,119.20 "," $27,080.00 "," $20,039.20 ",2/1/2014,2, February ,2014,,
